step,pos_x,pos_y,pos_z,target_x,target_y,target_z,error,action_0,action_1,action_2,action_3
126,1.01763522176482,-0.12794162931937775,1.0062893855925106,0.8806509813046524,-0.41722214555217246,1.0,0.3201366201756564,14453.843932684696,15313.043932684697,12735.443932684695,15313.043932684697
127,1.0152448161928345,-0.14286944621724254,1.0063299615638412,0.8727710567230248,-0.4260255442873867,1.0,0.3170429252091426,13595.691326578766,14454.891326578767,13595.691326578766,16173.291326578768
128,1.012564736434484,-0.15759309427056645,1.0063690928158642,0.8646568605536752,-0.4343715539633592,1.0,0.3138847254021526,14612.6514005124,13753.4514005124,16012.495278050174,13434.895278050175
129,1.009585717897761,-0.17212651304558055,1.006405572614372,0.8563105708312727,-0.44225121414669494,1.0,0.310647157099076,15397.498218522753,14366.347864281845,15225.547864281845,12819.89821852275
130,1.0063418280235925,-0.18648324832093593,1.006443049485169,0.847734427889671,-0.44965606508560957,1.0,0.3073397985093416,14452.246016913072,15311.446016913073,12733.846016913074,15311.446016913073
131,1.002868480688957,-0.2006304204419548,1.0064831064314574,0.8389307337605518,-0.45657815679247876,1.0,0.304017860133119,13594.016502498838,14453.216502498839,13594.016502498838,16171.61650249884
132,0.9991518244301227,-0.2145311697272674,1.0065233707755312,0.8299018515555074,-0.46301005757909425,1.0,0.30071558887495975,14453.215114839175,13594.015114839174,16171.615114839176,13594.015114839174
133,0.9951698882391012,-0.2282011982291966,1.0065624775259574,0.8206502048317273,-0.46894486203546554,1.0,0.2974183882525668,15310.175368617853,14450.975368617852,15310.175368617853,12732.575368617854
134,0.9909496224346084,-0.24166723101431917,1.0066022124403358,0.811178276941461,-0.4743761984435968,1.0,0.29413396504233313,14449.528019844864,15308.728019844864,12731.128019844866,15308.728019844864
135,0.9865253543860485,-0.2549100243525215,1.0066416363133506,0.80148861036543,-0.4792982356182847,1.0,0.2909171313720103,13907.231743411961,14766.431743411962,13276.677336448443,15854.277336448446
136,0.9818835493839808,-0.2678885778387801,1.0066807759185818,0.7915838060303667,-0.48370568916758816,1.0,0.287811831983393,14456.378549938087,13597.178549938086,16174.778549938088,13597.178549938086
137,0.9770033931521444,-0.2805926309237817,1.006719697334497,0.7814665226108688,-0.4875938271662516,1.0,0.2848320861826426,15373.91817437435,14396.743576441288,15255.943576441288,12796.318174374352
138,0.9719100471940149,-0.2930206821675098,1.0067597868595977,0.7711394758157489,-0.49095847523598873,1.0,0.2820175295522648,14456.144950763097,15315.344950763098,12737.744950763099,15315.344950763098
139,0.9666324236441971,-0.3051260024668069,1.0068006961381668,0.7606054376590765,-0.4937960210271745,1.0,0.2794454228031768,13599.655580882565,14458.855580882566,13599.655580882565,16177.255580882567
140,0.9611503001218631,-0.3168575949591313,1.006839328594632,0.749867235716108,-0.4961034180971308,1.0,0.2771576714304167,14462.300820310014,13603.100820310017,16180.700820310016,13603.100820310017
141,0.9554347666942071,-0.32821707156660007,1.0068754173888506,0.7389277523642998,-0.49787818918084553,1.0,0.2751498745201176,15322.4815035533,14463.281503553299,15322.4815035533,12744.881503553297
142,0.9495059643253385,-0.3392174729541887,1.0069111137625781,0.7277899240096131,-0.49911842885061086,1.0,0.27344849921569003,14462.803375299489,15322.00337529949,12744.403375299487,15322.00337529949
143,0.9433919213978808,-0.3498268138160878,1.0069454197551233,0.7164567402983153,-0.49982280556172626,1.0,0.2721150727468529,13605.12751020132,14464.327510201318,13605.12751020132,16182.72751020132
144,0.9370718894237114,-0.3600085434059714,1.0069755932911533,0.7049312433144922,-0.49999056308207007,1.0,0.2711695121328521,14468.116576314798,13608.916576314798,16186.5165763148,13608.916576314798
145,0.9305163198947081,-0.3697787495199568,1.0070012875204366,0.6932165267634827,-0.49962152130400445,1.0,0.27059075230249546,15302.813948773255,14496.02857109248,15223.440408484432,12857.002111381305
146,0.9237424730758654,-0.37916462275334833,1.0070270587989925,0.6813157351414576,-0.4987160764377425,1.0,0.27039351489807295,14470.428453422344,15329.628453422341,12752.028453422343,15329.628453422341
147,0.9167728668915891,-0.3881479209445048,1.0070536402884267,0.6692320628913664,-0.4972752005859696,1.0,0.27061959767973504,13611.212569013525,14470.412569013522,13611.212569013525,16188.812569013524
148,0.9095810330115036,-0.39670535075220326,1.0070769923704925,0.6569687535454756,-0.49530044070017515,1.0,0.2712637818063505,14646.72540881504,13787.52540881504,16018.51888192269,13440.918881922691
149,0.9021311628615156,-0.4048564244248923,1.0070988553057783,0.64452909885473,-0.4927939169198168,1.0,0.2722906897297507,15334.956731535716,14475.756731535716,15334.956731535716,12757.356731535718
150,0.8944359842152376,-0.4126202363750994,1.007122591908461,0.631916437905174,-0.48975832029609845,1.0,0.2737106638429332,14474.02852326346,15333.22852326346,12755.628523263462,15333.22852326346
